pago_id;monto;fecha;id_usuario;preorden;id_proveedor;id_videojuego;subs_id
6134;5250;30-05-21;129;FALSE;1;40;
3486;5250;05-07-21;102;FALSE;1;40;
4421;5250;14-07-21;81;FALSE;1;40;
3752;5250;18-05-21;108;FALSE;1;40;
6020;5250;22-07-20;138;FALSE;1;40;
3533;5250;12-10-20;22;FALSE;1;40;
3608;5250;15-09-21;115;FALSE;1;40;
4788;6000;08-06-20;64;FALSE;2;40;
4125;6000;07-09-21;54;FALSE;2;40;
4699;6000;20-05-20;133;FALSE;2;40;
4570;6000;05-09-21;126;FALSE;2;40;
5935;6000;10-06-21;46;FALSE;2;40;
4414;6000;26-09-20;110;FALSE;2;40;
5513;6000;13-05-20;38;FALSE;2;40;
3823;6000;05-01-20;101;FALSE;2;40;
3893;6000;25-08-20;127;FALSE;2;40;
5844;6000;13-07-20;45;FALSE;2;40;
4814;9750;14-02-20;150;FALSE;3;40;
5113;9750;11-07-20;83;FALSE;3;40;
6226;9750;29-04-20;135;FALSE;3;40;
5408;9750;05-03-21;84;FALSE;3;40;
3850;9750;29-07-21;146;FALSE;3;40;
6345;9750;24-02-21;100;FALSE;3;40;
3544;9750;22-08-20;145;FALSE;3;40;
3773;9750;17-01-21;116;FALSE;3;40;
5731;9750;09-10-21;80;FALSE;3;40;
5223;9750;04-08-21;118;FALSE;3;40;
6288;7500;19-07-20;94;FALSE;4;40;
5647;7500;31-05-20;86;FALSE;4;40;
4197;7500;12-02-20;93;FALSE;4;40;
4357;7500;06-06-20;148;FALSE;4;40;
6094;7500;30-10-21;78;FALSE;4;40;
6121;7500;09-05-21;140;FALSE;4;40;
6311;6000;13-05-21;76;FALSE;5;40;
4962;6000;08-02-20;111;FALSE;5;40;
4898;6000;11-05-21;47;FALSE;5;40;
5118;6000;30-09-20;28;FALSE;5;40;
5058;6000;07-06-20;82;FALSE;5;40;
5172;6000;30-05-21;85;FALSE;5;40;
5905;5000;17-12-20;69;FALSE;2;43;
3644;5000;29-05-21;9;FALSE;2;43;
4412;5000;13-01-20;110;FALSE;2;43;
3729;5000;19-07-21;108;FALSE;2;43;
3830;5000;28-10-20;101;FALSE;2;43;
5931;5000;03-08-20;46;FALSE;2;43;
4318;5000;25-02-21;105;FALSE;4;43;
4393;5000;16-09-20;23;FALSE;4;43;
5798;5000;26-03-21;119;FALSE;4;43;
4083;5000;26-03-21;137;FALSE;4;43;
6292;5000;17-03-20;94;FALSE;4;43;
5131;5000;22-01-20;28;FALSE;4;43;
4039;5000;15-05-21;96;FALSE;5;43;
4815;5000;28-06-21;150;FALSE;5;43;
5238;5000;02-11-20;88;FALSE;5;43;
5025;5000;13-02-20;121;FALSE;5;43;
3934;5000;02-02-21;99;FALSE;5;43;
3679;5000;21-03-21;109;FALSE;5;43;
4178;5000;26-12-20;112;FALSE;5;43;
3493;25960;18-09-21;102;TRUE;1;59;
6259;23600;10-10-20;95;FALSE;1;59;
4989;25960;19-08-20;87;TRUE;1;59;
5248;25960;26-11-20;88;TRUE;1;59;
6014;23600;04-08-20;138;FALSE;1;59;
4428;23600;06-10-21;81;FALSE;1;59;
4067;25960;15-02-21;137;TRUE;1;59;
4573;32450;25-02-21;126;FALSE;2;59;
4822;32450;28-11-21;150;FALSE;2;59;
4779;35695;24-09-21;64;TRUE;2;59;
3990;35695;14-11-20;77;TRUE;2;59;
5431;32450;11-08-20;136;FALSE;2;59;
3930;35695;06-01-21;99;TRUE;2;59;
5936;35695;05-03-20;46;TRUE;2;59;
5516;32450;14-06-21;38;FALSE;2;59;
3899;32450;02-07-20;127;FALSE;2;59;
4059;32450;01-01-20;96;FALSE;2;59;
5813;29500;14-03-20;30;FALSE;4;59;
4937;32450;20-06-21;47;TRUE;4;59;
3851;32450;20-10-20;146;TRUE;4;59;
4319;32450;23-01-21;105;TRUE;4;59;
4202;29500;15-07-20;93;FALSE;4;59;
4601;29500;28-08-21;120;FALSE;5;59;
3720;32450;15-04-20;97;TRUE;5;59;
4180;29500;17-12-20;112;FALSE;5;59;
5057;32450;05-11-20;82;TRUE;5;59;
6205;29500;08-09-21;135;FALSE;5;59;
4471;32450;27-09-20;11;TRUE;5;59;
5121;29500;21-01-21;28;FALSE;5;59;
4078;24400;14-12-20;137;FALSE;1;71;
6124;24400;10-12-20;140;FALSE;1;71;
4160;24400;16-07-21;112;FALSE;1;71;
3551;24400;23-11-20;145;FALSE;1;71;
3876;24400;26-06-21;146;FALSE;1;71;
3923;24400;03-12-21;99;FALSE;1;71;
6183;24400;07-03-20;130;FALSE;1;71;
6262;24400;30-04-21;95;FALSE;1;71;
3637;33550;21-12-20;9;FALSE;2;71;
6060;33550;25-02-20;113;FALSE;2;71;
3799;33550;14-02-20;107;FALSE;2;71;
4506;33550;12-06-20;74;FALSE;2;71;
3815;33550;17-04-20;101;FALSE;2;71;
4781;33550;03-04-21;64;FALSE;2;71;
4120;33550;27-09-20;54;FALSE;2;71;
5837;33550;10-06-20;45;FALSE;2;71;
4568;33550;23-05-21;126;FALSE;2;71;
3716;33550;23-06-21;97;FALSE;2;71;
5729;33550;01-08-21;80;FALSE;2;71;
4459;30500;12-09-20;11;FALSE;4;71;
5279;30500;19-08-20;88;FALSE;4;71;
4851;30500;21-10-20;141;FALSE;4;71;
4887;30500;20-05-20;103;FALSE;4;71;
6365;30500;23-02-21;100;FALSE;4;71;
5719;30500;16-05-21;139;FALSE;4;71;
5056;24400;16-08-20;82;FALSE;5;71;
3681;24400;29-03-20;109;FALSE;5;71;
4919;22750;06-11-21;47;FALSE;1;72;
3529;22750;25-04-20;22;FALSE;1;72;
3924;22750;21-10-20;99;FALSE;1;72;
4422;22750;12-09-20;81;FALSE;1;72;
6192;22750;13-09-20;135;FALSE;1;72;
4158;22750;03-08-21;112;FALSE;1;72;
3908;22750;23-10-21;127;FALSE;1;72;
3560;22750;14-06-20;145;FALSE;1;72;
6011;22750;17-08-20;138;FALSE;1;72;
3491;22750;09-03-21;102;FALSE;1;72;
5195;17500;28-09-20;85;FALSE;2;72;
4123;17500;05-09-21;54;FALSE;2;72;
4384;17500;27-12-20;23;FALSE;2;72;
5093;17500;31-03-20;83;FALSE;2;72;
4499;17500;14-08-21;74;FALSE;2;72;
3863;17500;13-07-20;146;FALSE;2;72;
5088;21000;05-05-20;82;FALSE;3;72;
5224;21000;16-02-21;118;FALSE;3;72;
4640;21000;25-05-21;106;FALSE;3;72;
4708;21000;10-09-21;133;FALSE;3;72;
4659;21000;13-11-21;142;FALSE;3;72;
4271;21000;24-02-21;79;FALSE;3;72;
5878;21000;21-08-20;45;FALSE;3;72;
6361;21000;22-08-20;100;FALSE;3;72;
4442;21000;07-05-21;11;FALSE;3;72;
4306;21000;15-06-20;105;FALSE;3;72;
4003;21000;25-03-21;77;FALSE;3;72;
5811;17500;12-10-20;30;FALSE;4;72;
5831;17500;17-11-21;147;FALSE;4;72;
6056;17500;13-06-20;113;FALSE;4;72;
4358;17500;22-05-20;148;FALSE;4;72;
3804;17500;16-02-20;107;FALSE;4;72;
5751;15750;24-08-20;80;FALSE;5;72;
5208;15750;10-09-21;123;FALSE;5;72;
5322;15750;02-12-20;32;FALSE;5;72;
3673;15750;02-09-20;109;FALSE;5;72;
4296;30150;16-08-21;79;FALSE;1;73;
6305;30150;08-09-21;94;FALSE;1;73;
5247;30150;26-01-21;88;FALSE;1;73;
3554;30150;01-12-21;145;FALSE;1;73;
3525;30150;22-12-20;22;FALSE;1;73;
5711;30150;04-06-20;139;FALSE;1;73;
4652;30150;06-07-21;142;FALSE;1;73;
5906;30150;28-09-21;69;FALSE;1;73;
4153;30150;06-02-21;54;FALSE;1;73;
5521;30150;26-03-20;38;FALSE;1;73;
4791;30150;29-09-20;150;FALSE;1;73;
3929;26800;18-10-20;99;FALSE;2;73;
5659;26800;08-05-20;86;FALSE;2;73;
3643;26800;06-10-20;9;FALSE;2;73;
5840;26800;20-06-21;45;FALSE;2;73;
4622;26800;29-11-20;120;FALSE;2;73;
4377;26800;26-04-20;23;FALSE;2;73;
5928;26800;27-02-20;46;FALSE;2;73;
4417;26800;04-08-20;110;FALSE;2;73;
6358;23450;17-06-20;100;FALSE;3;73;
6097;23450;02-06-20;78;FALSE;3;73;
3687;23450;19-04-20;97;FALSE;3;73;
6231;23450;03-01-20;135;FALSE;3;73;
5950;23450;19-05-20;44;FALSE;3;73;
5402;23450;23-03-20;84;FALSE;3;73;
3611;23450;14-10-20;115;FALSE;3;73;
4029;23450;11-09-20;89;FALSE;3;73;
4495;23450;05-12-20;74;FALSE;3;73;
5496;33500;15-08-21;91;FALSE;4;73;
6149;33500;13-07-21;129;FALSE;4;73;
4089;33500;18-06-20;137;FALSE;4;73;
3806;33500;11-11-20;107;FALSE;4;73;
4458;33500;01-08-21;11;FALSE;4;73;
6116;33500;20-11-21;140;FALSE;4;73;
5787;33500;29-01-20;10;FALSE;4;73;
4551;33500;29-08-20;117;FALSE;4;73;
5764;33500;11-11-20;80;FALSE;4;73;
6173;30150;28-11-20;130;FALSE;5;73;
6314;30150;30-08-21;76;FALSE;5;73;
5615;30150;16-02-20;134;FALSE;5;73;
6250;30150;19-03-20;95;FALSE;5;73;
4902;30150;13-10-21;47;FALSE;5;73;
4041;30150;03-03-21;96;FALSE;5;73;
5210;30150;10-07-20;123;FALSE;5;73;
5772;52195;07-12-21;10;TRUE;1;75;
5911;52195;03-07-20;69;TRUE;1;75;
4012;47450;03-11-21;89;FALSE;1;75;
4163;52195;10-02-20;112;TRUE;1;75;
3488;47450;04-02-20;102;FALSE;1;75;
6201;52195;21-01-21;135;TRUE;1;75;
5707;52195;21-02-21;139;TRUE;1;75;
5856;47450;19-02-20;45;FALSE;1;75;
4482;47450;15-08-20;11;FALSE;1;75;
4876;52195;06-02-20;103;TRUE;1;75;
3521;47450;08-09-20;22;FALSE;1;75;
5938;52195;25-02-21;46;TRUE;1;75;
4151;47450;10-01-21;54;FALSE;1;75;
3959;25550;25-03-21;125;FALSE;3;75;
4563;28105;24-08-20;117;TRUE;3;75;
4301;25550;07-04-20;105;FALSE;3;75;
4804;25550;12-05-20;150;FALSE;3;75;
5089;25550;18-08-20;82;FALSE;3;75;
4497;25550;14-12-20;74;FALSE;3;75;
6070;28105;19-10-20;113;TRUE;3;75;
3945;25550;08-04-20;99;FALSE;3;75;
5454;40150;06-02-21;136;TRUE;4;75;
3808;40150;20-03-20;107;TRUE;4;75;
5126;40150;19-06-20;28;TRUE;4;75;
4390;36500;27-12-20;23;FALSE;4;75;
5348;40150;14-07-21;13;TRUE;4;75;
6287;36500;09-02-20;94;FALSE;4;75;
5674;40150;07-05-21;12;TRUE;4;75;
5360;40150;07-02-20;92;TRUE;4;75;
6150;40150;10-09-20;129;TRUE;4;75;
5239;48180;24-09-20;88;TRUE;5;75;
4231;43800;02-11-20;143;FALSE;5;75;
5755;48180;11-06-20;80;TRUE;5;75;
5017;43800;08-05-20;121;FALSE;5;75;
6115;48180;08-09-20;140;TRUE;5;75;
4964;43800;05-06-21;111;FALSE;5;75;
5318;43800;13-05-21;32;FALSE;5;75;
6171;43800;04-01-20;130;FALSE;5;75;
6299;30195;07-09-21;94;TRUE;1;109;
3527;27450;21-07-21;22;FALSE;1;109;
4912;30195;01-07-20;47;TRUE;1;109;
5164;27450;04-05-21;28;FALSE;1;109;
3561;30195;13-09-21;145;TRUE;1;109;
3910;30195;02-12-21;127;TRUE;1;109;
6132;30195;30-07-20;129;TRUE;1;109;
5282;30195;22-10-21;149;TRUE;1;109;
4874;30195;16-10-21;103;TRUE;1;109;
6086;30500;10-03-21;78;FALSE;4;109;
5624;30500;01-04-21;134;FALSE;4;109;
4463;30500;16-11-20;11;FALSE;4;109;
4683;33550;18-04-20;142;TRUE;4;109;
5773;33550;31-08-21;10;TRUE;4;109;
5035;30500;02-07-20;121;FALSE;4;109;
4552;33550;04-08-21;117;TRUE;4;109;
3740;30500;17-09-20;108;FALSE;4;109;
5533;30500;28-06-21;38;FALSE;4;109;
4283;33550;06-09-20;79;TRUE;4;109;
4192;30500;04-07-21;93;FALSE;4;109;
5992;30500;12-12-20;98;FALSE;4;109;
6243;33550;23-09-21;95;TRUE;5;109;
4580;33550;11-09-20;126;TRUE;5;109;
3682;33550;02-08-21;109;TRUE;5;109;
5314;30500;18-11-20;32;FALSE;5;109;
5368;41200;26-06-20;35;FALSE;1;113;
6265;41200;24-11-20;95;FALSE;1;113;
3489;41200;13-03-21;102;FALSE;1;113;
6307;41200;02-02-21;94;FALSE;1;113;
4015;41200;03-08-21;89;FALSE;1;113;
3579;41200;27-02-20;104;FALSE;1;113;
3753;41200;01-12-20;108;FALSE;1;113;
6019;41200;09-12-20;138;FALSE;1;113;
4796;41200;04-07-20;150;FALSE;1;113;
4481;41200;18-11-21;11;FALSE;1;113;
5246;41200;24-05-21;88;FALSE;1;113;
3952;66950;23-07-21;125;FALSE;3;113;
5424;66950;26-07-20;136;FALSE;3;113;
5875;66950;28-10-20;45;FALSE;3;113;
5401;66950;20-05-21;84;FALSE;3;113;
4737;66950;29-11-20;124;FALSE;3;113;
6224;66950;11-12-21;135;FALSE;3;113;
6354;66950;02-05-21;100;FALSE;3;113;
5133;51500;17-02-20;28;FALSE;4;113;
5034;51500;11-08-20;121;FALSE;4;113;
4130;51500;29-01-21;54;FALSE;4;113;
5986;51500;10-03-21;98;FALSE;4;113;
6091;51500;21-12-20;78;FALSE;4;113;
5531;51500;31-07-21;38;FALSE;4;113;
3771;41200;03-09-20;116;FALSE;5;113;
5202;41200;16-10-21;123;FALSE;5;113;
3935;41200;14-04-20;99;FALSE;5;113;
4656;39000;05-12-21;142;FALSE;1;116;
6197;39000;24-01-20;135;FALSE;1;116;
3496;39000;05-12-21;102;FALSE;1;116;
4862;39000;13-09-21;141;FALSE;1;116;
3528;39000;05-03-21;22;FALSE;1;116;
4915;39000;24-12-20;47;FALSE;1;116;
3903;39000;05-09-20;127;FALSE;1;116;
5443;39000;29-03-20;136;FALSE;1;116;
4991;50700;29-04-20;87;FALSE;5;116;
4309;50700;17-05-20;105;FALSE;5;116;
5611;50700;24-11-21;134;FALSE;5;116;
4333;50700;08-06-21;148;FALSE;5;116;
6312;50700;16-04-21;76;FALSE;5;116;
3670;50700;05-09-20;109;FALSE;5;116;
5052;39000;06-02-20;121;FALSE;6;116;
5091;39000;17-03-21;83;FALSE;6;116;
5181;39000;02-09-20;85;FALSE;6;116;
6157;39000;06-03-20;129;FALSE;6;116;
4211;39000;28-08-21;93;FALSE;6;116;
3620;39000;15-07-21;122;FALSE;6;116;
3841;39000;22-05-20;101;FALSE;6;116;
5739;39000;08-03-20;80;FALSE;6;116;
5801;39000;22-09-20;30;FALSE;6;116;
5967;39000;22-01-20;44;FALSE;6;116;
5587;39000;20-09-21;36;FALSE;6;116;
3577;39000;29-09-21;104;FALSE;6;116;
4099;39000;19-04-20;40;FALSE;6;116;
4536;39000;09-02-21;117;FALSE;6;116;
3589;39000;06-06-21;115;FALSE;6;116;
3793;39000;07-03-21;107;FALSE;6;116;
4330;39000;10-09-21;41;FALSE;6;116;
3879;39000;16-12-20;146;FALSE;6;116;
5492;39000;24-10-20;91;FALSE;6;116;
5915;39000;22-02-21;144;FALSE;6;116;
4521;39000;14-11-20;74;FALSE;6;116;
4294;39000;19-08-21;79;FALSE;6;116;
5296;39000;17-06-20;149;FALSE;6;116;
5679;39000;22-09-20;12;FALSE;6;116;
4730;39000;23-03-21;124;FALSE;6;116;
4717;39000;31-08-20;133;FALSE;6;116;
4985;39000;08-12-20;111;FALSE;6;116;
4634;39000;28-02-20;106;FALSE;6;116;
3970;39000;09-02-20;125;FALSE;6;116;
4243;39000;05-06-21;143;FALSE;6;116;
3522;4000;10-05-21;22;FALSE;1;121;
5449;4000;30-01-21;136;FALSE;1;121;
3912;4000;13-10-20;127;FALSE;1;121;
4655;4000;18-04-21;142;FALSE;1;121;
5339;4000;12-02-20;13;FALSE;1;121;
5036;4000;27-02-21;121;FALSE;1;121;
3750;4000;31-03-21;108;FALSE;1;121;
4149;4000;24-05-21;54;FALSE;1;121;
4718;4000;20-07-21;133;FALSE;1;121;
5635;4000;15-11-21;131;FALSE;1;121;
6049;4000;23-12-20;113;FALSE;1;121;
3485;4000;22-10-21;102;FALSE;1;121;
4938;4000;27-03-20;128;FALSE;1;121;
6200;4000;11-06-20;135;FALSE;1;121;
4020;4000;17-10-20;89;FALSE;1;121;
4423;4000;26-11-21;81;FALSE;1;121;
6278;3630;12-03-20;132;FALSE;1;124;
5520;3630;24-02-20;38;FALSE;1;124;
4658;3630;13-04-21;142;FALSE;1;124;
6263;3630;09-09-21;95;FALSE;1;124;
5441;3630;23-06-21;136;FALSE;1;124;
6335;3300;15-06-20;76;FALSE;2;124;
4383;3300;11-11-21;23;FALSE;2;124;
5654;3300;04-06-20;86;FALSE;2;124;
6112;3300;18-03-20;140;FALSE;2;124;
5096;3300;30-01-21;83;FALSE;2;124;
3798;3300;20-11-20;107;FALSE;2;124;
3634;3300;04-10-21;9;FALSE;2;124;
4121;3300;29-10-20;54;FALSE;2;124;
4507;3300;24-11-21;74;FALSE;2;124;
4111;3300;07-01-20;40;FALSE;2;124;
4264;3300;30-12-20;79;FALSE;2;124;
5722;3300;17-09-21;80;FALSE;2;124;
4040;2970;23-03-21;96;FALSE;5;124;
5604;2970;16-04-21;134;FALSE;5;124;
3667;2970;16-03-20;109;FALSE;5;124;
4600;2970;14-09-21;120;FALSE;5;124;
5866;2970;09-08-21;45;FALSE;5;124;
4816;2970;24-09-20;150;FALSE;5;124;
5977;2970;01-03-21;98;FALSE;5;124;
5288;2970;23-11-21;149;FALSE;5;124;
5616;40755;20-09-20;134;TRUE;3;127;
4694;40755;24-05-21;27;TRUE;3;127;
3999;40755;22-12-20;77;TRUE;3;127;
5048;40755;18-04-20;121;TRUE;3;127;
5553;37050;20-08-21;38;FALSE;3;127;
4666;37050;17-01-21;142;FALSE;3;127;
5112;40755;16-06-21;83;TRUE;3;127;
3690;37050;05-01-21;97;FALSE;3;127;
6118;28500;14-07-21;140;FALSE;4;127;
4199;28500;05-08-21;93;FALSE;4;127;
4288;28500;26-05-21;79;FALSE;4;127;
5628;28500;11-03-20;131;FALSE;4;127;
5651;31350;06-01-21;86;TRUE;4;127;
5130;31350;14-01-20;28;TRUE;4;127;
4011;28500;18-04-20;89;FALSE;4;127;
5762;31350;20-02-21;80;TRUE;4;127;
5991;28500;18-09-20;98;FALSE;4;127;
5361;31350;04-06-20;92;TRUE;4;127;
5413;34200;17-04-20;136;FALSE;5;127;
3872;37620;16-11-21;146;TRUE;5;127;
4233;34200;03-08-20;143;FALSE;5;127;
