pago_id;monto;fecha;id_usuario;preorden;id_proveedor;id_videojuego
6335;3300;15-06-20;76;FALSE;2;124
4589;35350;07-11-20;126;FALSE;5;7323
6218;24300;04-01-21;135;FALSE;3;1887
5665;23650;17-10-21;12;TRUE;4;1352
5109;9100;05-01-21;83;FALSE;3;15
4152;21000;08-08-21;54;FALSE;1;866
4108;10800;03-03-20;40;FALSE;2;537
6079;18000;11-04-20;78;FALSE;6;11198
5606;44550;25-04-21;134;FALSE;5;233
5228;29500;02-10-20;118;FALSE;4;19560
3778;20150;14-01-20;116;FALSE;6;1331
5055;61200;29-09-20;82;FALSE;5;1970
5555;30800;06-01-21;36;FALSE;2;623
6157;39000;06-03-20;129;FALSE;6;116
3925;13500;18-01-21;99;FALSE;1;537
4935;51000;08-03-20;47;FALSE;4;1970
4364;18000;13-07-21;23;FALSE;6;11198
5957;24150;15-08-20;44;FALSE;3;501
5751;15750;24-08-20;80;FALSE;5;72
5286;65450;02-09-20;149;FALSE;5;1372
4375;18500;26-07-20;23;FALSE;2;1011
5258;21600;08-02-21;88;FALSE;2;1887
5498;18000;14-08-21;91;FALSE;4;37
4593;31050;20-01-20;126;FALSE;6;14593
4269;42500;15-05-20;79;FALSE;2;500
6173;30150;28-11-20;130;FALSE;5;73
4561;13500;30-09-21;117;FALSE;3;537
5212;38500;24-01-21;123;FALSE;5;623
4525;54000;21-09-20;74;FALSE;6;8173
3870;45980;29-10-21;146;TRUE;5;622
4302;40800;19-01-21;105;FALSE;3;25076
5278;41500;26-11-21;88;FALSE;4;6801
4850;42500;23-06-21;141;FALSE;4;2207
3760;13000;11-04-21;116;FALSE;4;15
4148;60000;22-10-21;54;FALSE;1;472
6219;10000;08-09-21;135;FALSE;3;427
5036;4000;27-02-21;121;FALSE;1;121
4688;20900;27-05-21;27;FALSE;3;247
5769;14500;05-05-20;10;FALSE;1;538
5904;44200;04-05-20;69;FALSE;2;25076
4801;55000;29-06-21;150;FALSE;3;478
5471;3300;15-05-20;19;FALSE;6;7346
5422;14300;26-06-20;136;FALSE;5;15
6259;23600;10-10-20;95;FALSE;1;59
4211;39000;28-08-21;93;FALSE;6;116
3961;9100;03-03-21;125;FALSE;3;15
5243;9000;08-09-21;88;FALSE;5;38
4332;41800;23-10-20;148;FALSE;5;622
4806;52000;29-11-20;150;FALSE;3;16
5522;6500;27-07-21;38;FALSE;1;733
4065;6500;27-05-20;96;FALSE;1;733
3564;31050;23-01-21;104;FALSE;6;1262
5567;10000;28-10-21;36;FALSE;4;38
6141;9200;14-07-21;129;FALSE;5;12517
5430;38500;24-11-20;136;FALSE;2;1985
5838;52000;22-05-21;45;FALSE;2;16
3827;20400;04-10-20;101;FALSE;2;3025
5508;42500;27-08-21;38;FALSE;2;500
4430;66000;10-11-21;81;FALSE;1;478
5805;54000;24-07-20;30;FALSE;4;8173
5133;51500;17-02-20;28;FALSE;4;113
5970;49800;14-10-21;44;FALSE;6;7344
3687;23450;19-04-20;97;FALSE;3;73
5151;8750;10-05-20;28;FALSE;6;427
5953;20900;26-01-21;44;FALSE;3;247
5105;42500;05-12-21;83;FALSE;2;500
3618;55000;23-09-21;115;FALSE;3;478
4350;32000;13-09-21;148;FALSE;1;16
4570;6000;05-09-21;126;FALSE;2;40
4229;37730;18-02-20;143;TRUE;3;21
5048;40755;18-04-20;121;TRUE;3;127
5262;12600;15-04-21;88;FALSE;2;37
3952;66950;23-07-21;125;FALSE;3;113
4951;11550;04-02-20;128;FALSE;1;960
4771;31050;06-04-21;64;FALSE;6;1262
5050;34500;25-06-21;121;FALSE;3;14593
4808;23595;28-07-20;150;TRUE;3;231
4757;38500;10-06-20;124;FALSE;4;623
5792;20150;27-09-21;119;FALSE;6;1331
3578;47000;22-08-20;104;FALSE;6;358
4411;34200;19-08-21;110;FALSE;2;622
5518;37620;13-09-20;38;TRUE;2;622
5279;30500;19-08-20;88;FALSE;4;71
4453;29500;14-08-21;11;FALSE;4;19560
4958;24500;10-01-20;111;FALSE;4;1266
6198;43120;17-06-20;135;TRUE;1;21
6231;23450;03-01-20;135;FALSE;3;73
3846;28050;18-07-21;146;FALSE;3;559
4723;22400;30-10-21;124;FALSE;6;1942
4890;41500;17-04-21;103;FALSE;4;6801
4527;15950;20-03-21;117;FALSE;6;1802
3843;31050;11-05-21;101;FALSE;6;1262
3884;31050;28-03-20;146;FALSE;6;14593
4626;34500;21-06-20;106;FALSE;4;1262
3616;46500;07-06-20;115;FALSE;3;7351
4345;33500;27-02-20;148;FALSE;6;1029
5488;18000;25-02-20;91;FALSE;6;11198
4117;30800;28-08-21;54;FALSE;2;623
5854;15500;07-08-20;45;FALSE;1;1331
5368;41200;26-06-20;35;FALSE;1;113
4927;49000;08-01-20;47;FALSE;4;21
5821;42000;24-02-21;147;FALSE;2;472
4281;10000;19-12-20;79;FALSE;3;427
3763;8000;25-01-20;116;FALSE;4;1871
5209;61200;08-03-20;123;FALSE;5;1970
3812;60000;06-03-21;107;FALSE;4;545
3587;38500;01-12-20;115;FALSE;2;1985
5457;18500;14-04-20;136;FALSE;4;1011
4036;7200;01-10-21;96;FALSE;5;1871
4432;22400;14-08-20;81;FALSE;1;1020
5935;6000;10-06-21;46;FALSE;2;40
3750;4000;31-03-21;108;FALSE;1;121
5864;44200;20-04-20;45;FALSE;5;25076
6103;10500;19-06-20;140;FALSE;2;960
5242;9450;09-04-21;88;FALSE;5;960
4970;41800;26-05-21;111;FALSE;5;622
5132;40000;29-07-21;28;FALSE;4;16
4296;30150;16-08-21;79;FALSE;1;73
3678;17550;06-12-21;109;FALSE;5;537
4888;32000;17-09-20;103;FALSE;4;1942
5556;20400;23-05-21;36;FALSE;2;3025
4174;35350;11-05-20;112;FALSE;5;7323
4031;18600;21-09-21;96;FALSE;5;1331
4828;35000;10-02-21;150;FALSE;4;1985
6339;19000;16-07-21;76;FALSE;2;39
5406;37600;14-01-21;84;FALSE;3;128
4329;33500;28-01-21;41;FALSE;6;1029
6051;18500;16-03-20;113;FALSE;4;1011
6302;12950;18-07-20;94;FALSE;1;1011
4405;52000;10-09-21;110;FALSE;3;16
4753;14800;16-08-21;124;FALSE;5;1011
5614;44200;30-08-21;134;FALSE;5;25076
3515;59500;03-08-21;102;FALSE;4;1372
5881;15500;14-04-21;45;FALSE;6;974
5818;44000;13-10-20;147;FALSE;2;478
4448;5600;24-01-20;11;FALSE;3;1871
6204;66300;06-05-21;135;FALSE;1;1970
3540;49800;10-05-21;22;FALSE;5;6801
3913;32850;18-02-20;127;FALSE;1;2155
4034;53400;25-10-20;96;FALSE;5;979
5371;21000;21-01-21;35;FALSE;1;1164
5786;57000;13-07-20;10;FALSE;4;11156
3993;23595;27-01-20;77;TRUE;3;231
4770;33500;18-03-21;64;FALSE;6;1029
5988;18000;24-03-21;98;FALSE;4;37
4221;15950;01-08-21;93;FALSE;6;1802
5545;15500;02-02-21;38;FALSE;6;974
6054;50500;03-12-20;113;FALSE;4;7323
5905;5000;17-12-20;69;FALSE;2;43
5357;56500;09-07-21;92;FALSE;4;327
3524;66300;27-09-21;22;FALSE;1;1970
4388;33750;05-10-20;23;FALSE;3;533
5519;17050;23-09-21;38;FALSE;2;1331
6305;30150;08-09-21;94;FALSE;1;73
5185;3300;02-01-20;85;FALSE;6;7346
5673;44500;06-11-21;12;FALSE;4;979
4190;24500;17-02-20;93;FALSE;4;379
3964;54000;17-01-21;125;FALSE;6;8173
4490;15500;20-11-21;74;FALSE;3;1331
3756;29500;19-07-21;116;FALSE;4;19560
5842;10000;23-07-21;45;FALSE;2;732
6185;9600;30-11-20;130;FALSE;6;1871
4705;50000;25-02-20;133;FALSE;3;529
4394;26950;15-11-21;23;TRUE;4;379
3791;47000;13-04-21;107;FALSE;6;358
5306;24150;31-12-20;32;FALSE;2;14593
5440;16335;21-12-20;136;TRUE;1;231
6044;9200;06-06-20;138;FALSE;6;12517
4624;70070;06-03-21;120;TRUE;2;21
3998;52000;15-11-21;77;FALSE;3;343
6108;8050;08-09-20;140;FALSE;2;730
5529;25500;30-11-20;38;FALSE;4;559
3702;21000;01-07-21;97;FALSE;4;1164
5926;30800;05-06-21;46;FALSE;2;623
6052;10000;14-10-21;113;FALSE;4;38
3546;52000;19-02-20;145;FALSE;3;16
4057;44000;14-04-21;96;FALSE;2;478
4531;18000;02-04-20;117;FALSE;6;11198
5517;44000;14-02-21;38;FALSE;2;478
5716;26500;30-06-20;139;FALSE;4;673
4706;13500;24-12-20;133;FALSE;3;537
5107;57750;30-12-20;83;FALSE;2;11133
4546;60000;01-07-21;117;FALSE;4;545
4640;21000;25-05-21;106;FALSE;3;72
5860;4950;03-04-21;45;TRUE;5;733
5442;13050;02-08-21;136;FALSE;1;1802
5065;25600;04-06-20;82;FALSE;5;1942
4904;24150;06-08-20;47;FALSE;2;1262
4903;14800;05-11-21;47;FALSE;5;1011
4447;8050;30-03-21;11;FALSE;3;730
6191;48500;28-01-20;135;FALSE;1;132
5528;34500;29-09-20;38;FALSE;4;501
3942;27300;29-10-21;99;FALSE;5;1164
3743;40000;13-08-21;108;FALSE;4;16
4094;10000;03-07-20;137;FALSE;3;427
5044;33950;27-07-20;121;FALSE;2;132
5152;17545;18-07-20;28;TRUE;6;1802
4627;19000;06-09-21;106;FALSE;4;247
5320;46500;01-09-21;32;FALSE;5;7351
6136;31150;25-06-21;129;FALSE;1;979
3943;61200;16-03-21;99;FALSE;5;1970
4077;14500;28-02-20;137;FALSE;1;538
4726;15950;11-04-20;124;FALSE;6;1802
5607;19000;25-09-21;134;FALSE;5;39
6086;30500;10-03-21;78;FALSE;4;109
3644;5000;29-05-21;9;FALSE;2;43
6336;44000;05-01-20;76;FALSE;2;478
4943;12650;18-02-20;128;FALSE;1;12517
5251;26500;28-01-20;88;FALSE;1;673
6177;28050;19-02-20;130;FALSE;5;559
4128;40000;19-01-21;54;FALSE;4;16
4851;30500;21-10-20;141;FALSE;4;71
4563;28105;24-08-20;117;TRUE;3;75
5100;55000;25-04-21;83;FALSE;2;529
4402;19600;26-09-20;110;FALSE;3;1020
6253;7200;11-10-20;95;FALSE;5;1871
3650;40000;11-05-20;9;FALSE;4;16
3878;47000;02-06-20;146;FALSE;6;358
3591;31050;07-11-20;115;FALSE;6;1262
5247;30150;26-01-21;88;FALSE;1;73
5046;23595;20-07-21;121;TRUE;3;231
4427;11550;11-01-21;81;FALSE;1;960
6289;23650;14-06-20;94;TRUE;4;1352
5256;60000;10-10-20;88;FALSE;1;472
6195;21000;28-01-20;135;FALSE;1;1164
4725;18550;21-05-21;124;FALSE;6;673
5911;52195;03-07-20;69;TRUE;1;75
6311;6000;13-05-21;76;FALSE;5;40
5913;14500;17-08-20;69;FALSE;1;538
4064;66300;09-06-21;96;FALSE;1;1970
5753;46800;07-02-21;80;FALSE;5;343
4887;30500;20-05-20;103;FALSE;4;71
5145;31050;15-12-20;28;FALSE;6;14593
4827;46000;08-01-20;150;FALSE;2;7342
5990;12500;25-09-20;98;FALSE;4;427
6160;22400;07-08-21;129;FALSE;6;1942
4689;28050;04-08-20;27;FALSE;3;559
5807;37500;29-09-21;30;FALSE;4;7331
5184;31050;25-01-20;85;FALSE;6;1262
6080;22400;02-06-21;78;FALSE;6;1942
4002;28050;11-07-20;77;FALSE;3;559
4960;50500;26-07-21;111;FALSE;4;7323
4012;47450;03-11-21;89;FALSE;1;75
5553;37050;20-08-21;38;FALSE;3;127
3886;18000;22-12-20;127;FALSE;6;11198
5366;66000;04-01-21;35;FALSE;1;478
6040;8750;20-08-21;138;FALSE;6;427
5594;46000;04-03-20;36;FALSE;6;7342
6071;15950;22-09-21;78;FALSE;6;1802
4177;11000;31-03-21;112;FALSE;5;732
3620;39000;15-07-21;122;FALSE;6;116
4554;10000;19-08-21;117;FALSE;4;732
5034;51500;11-08-20;121;FALSE;4;113
6293;14500;05-12-20;94;FALSE;4;1802
5847;50600;07-04-21;45;TRUE;2;7342
5087;24150;30-01-21;82;FALSE;3;501
3484;12650;17-06-21;102;FALSE;1;12517
4191;11500;08-08-21;93;FALSE;4;730
4833;47000;29-08-21;150;FALSE;6;358
3507;20405;22-10-20;102;TRUE;6;673
4512;38500;17-03-20;74;FALSE;4;623
5003;46000;02-10-21;87;FALSE;6;7342
3978;51000;10-05-20;125;FALSE;4;1970
3640;37950;17-12-20;9;FALSE;2;501
5524;19000;23-08-20;38;FALSE;4;39
4773;18000;22-12-20;64;FALSE;6;11198
4171;20250;22-08-20;112;FALSE;5;11198
4223;55000;20-03-20;143;FALSE;3;478
4847;7500;04-10-20;141;FALSE;4;551
5785;29500;25-05-20;10;FALSE;4;19560
5356;32000;08-09-21;92;FALSE;4;1942
4130;51500;29-01-21;54;FALSE;4;113
4185;49800;26-12-20;112;FALSE;6;7344
4039;5000;15-05-21;96;FALSE;5;43
4257;41600;30-05-20;79;FALSE;2;1942
5005;31050;06-09-21;87;FALSE;6;14593
